Price,Age,Engine_Durability,Model_Honda/Volvo/Ford,Model_Isuzu/MG,Model_Jeep/Skoda,Model_Kia/Audi/Maz/Mini/Suz/Land/VW,Model_LDV/GWM,Model_Lexus/BMW,Model_Mit/Hyun/Benz/Ren/Nis/Sub/Toy,Body_Coupe/Convertible,Body_Hatchback,Body_Sedan,Body_Wagon,Transmission_Manual,Drive_AWD,Drive_Rear,Fuel_type_Hybrid,Fuel_type_LPG,Fuel_type_Unleaded
28870.0,4,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
22999.0,4,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5999.0,16,136.89999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
33990.0,5,64.71304347826086,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24990.0,4,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8990.0,13,116.28124999999997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
23850.0,4,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
30999.0,7,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27999.0,6,84.01666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17990.0,9,87.48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
19990.0,6,124.0333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16950.0,8,112.02222222222221,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
11990.0,9,132.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
34990.0,6,104.976,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
31950.0,3,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
17990.0,9,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
33990.0,1,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32888.0,5,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18990.0,10,97.19999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31950.0,5,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15800.0,9,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12990.0,11,106.3142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28990.0,6,80.65599999999999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
25500.0,1,126.02499999999999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24990.0,4,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29980.0,5,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
11990.0,14,100.82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21990.0,4,92.89285714285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25990.0,7,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29990.0,2,134.42666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28888.0,5,99.22666666666665,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29990.0,2,134.42666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33888.0,2,100.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
15990.0,7,140.02777777777777,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12950.0,7,116.28124999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19990.0,4,126.02499999999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6499.0,17,138.01666666666665,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20990.0,7,126.02499999999999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
16990.0,4,116.28124999999997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
32640.0,2,56.033333333333324,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
19832.0,8,52.019999999999996,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
14990.0,9,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10999.0,12,84.01666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15490.0,7,112.02222222222221,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28990.0,7,131.22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
25990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4300.0,13,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9999.0,15,138.01666666666665,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
11888.0,13,100.82,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28990.0,8,80.65599999999999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
19990.0,5,70.04166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28490.0,8,93.02499999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19990.0,3,100.82,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28850.0,7,81.28124999999999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
24888.0,3,134.42666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29999.0,4,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27990.0,5,42.00833333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24490.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20750.0,5,82.68888888888887,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
13850.0,11,104.976,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17790.0,4,116.28124999999997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
29490.0,5,91.12499999999999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28990.0,9,70.87619047619046,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7999.0,17,140.81142857142856,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15490.0,9,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
21578.0,2,70.04166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
19990.0,7,69.36,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19990.0,5,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
25750.0,6,82.68888888888887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31880.0,6,92.01111111111109,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
27888.0,8,52.019999999999996,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20990.0,4,92.89285714285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13999.0,8,93.02499999999998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30990.0,2,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31950.0,3,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
27490.0,6,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29990.0,9,67.21333333333332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29490.0,4,52.019999999999996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10988.0,12,93.02499999999998,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6499.0,16,114.10434782608696,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11990.0,11,106.3142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17900.0,19,0.007017543859649124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34630.0,6,87.66956521739131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8990.0,8,93.02499999999998,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24950.0,6,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24975.0,10,82.01249999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25888.0,5,52.019999999999996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23990.0,5,69.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7999.0,10,131.22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29999.0,6,92.01111111111109,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
18067.0,6,143.11538461538458,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
14888.0,8,157.53125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15990.0,14,163.21599999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32990.0,6,41.006249999999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35990.0,5,126.02499999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
28490.0,3,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19690.0,8,59.53599999999999,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
16998.0,11,132.49599999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22990.0,11,182.5333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
25990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11888.0,12,132.49599999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21490.0,3,100.82,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
36850.0,5,50.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21990.0,5,82.68888888888887,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
29990.0,5,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26980.0,3,91.26666666666665,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
10499.0,10,157.53125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19899.0,7,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19490.0,5,86.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18770.0,9,131.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15990.0,9,109.35000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16990.0,9,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
31990.0,4,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
33950.0,3,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
19950.0,7,123.01874999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19888.0,7,82.68888888888887,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23888.0,9,46.51249999999999,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
29990.0,3,134.42666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13990.0,9,119.29090909090908,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29888.0,6,92.01111111111109,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29990.0,2,134.42666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13688.0,13,136.89999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
22990.0,4,126.02499999999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
23990.0,4,100.82,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
19990.0,7,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
6999.0,14,182.24999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21990.0,4,130.04999999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36888.0,5,109.35000000000001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29930.0,7,68.74090909090908,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30990.0,6,67.65454545454544,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34950.0,4,131.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25990.0,3,134.42666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27888.0,5,52.019999999999996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24230.0,6,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29950.0,7,100.82,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
33750.0,4,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
36888.0,4,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23990.0,4,82.68888888888887,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
21990.0,3,100.82,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
31990.0,3,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
24990.0,2,126.02499999999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
27990.0,7,26.694444444444446,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
25950.0,6,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
36990.0,6,87.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21988.0,4,130.04999999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34990.0,4,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
15880.0,9,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9990.0,12,180.0357142857143,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
24990.0,5,42.00833333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
17999.0,5,106.3142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9450.0,14,138.01666666666665,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
7990.0,12,112.02222222222221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34488.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21788.0,6,52.019999999999996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13988.0,6,92.89285714285714,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
20950.0,5,82.68888888888887,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
11990.0,16,94.63999999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
33990.0,2,124.0333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33999.0,5,48.028571428571425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26850.0,5,126.02499999999999,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
36888.0,5,64.71304347826086,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25800.0,5,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5990.0,17,107.37894736842105,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
10688.0,18,138.01666666666665,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
30950.0,6,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10500.0,14,116.58285714285714,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35950.0,3,91.65454545454544,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7990.0,13,116.28124999999997,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8000.0,16,136.89999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
26602.0,4,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16990.0,5,106.3142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5990.0,17,205.03124999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17490.0,5,106.3142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36950.0,5,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36990.0,4,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28999.0,6,104.976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8376.0,14,154.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7999.0,12,112.02222222222221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13999.0,14,83.66285714285713,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9990.0,12,112.02222222222221,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16990.0,9,132.49599999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31990.0,9,87.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30990.0,6,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29888.0,3,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
12977.0,11,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
9990.0,15,146.41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29990.0,10,82.01249999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29888.0,6,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30999.0,4,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21990.0,8,42.02499999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19990.0,6,85.00833333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
8388.0,16,104.976,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18067.0,6,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20990.0,6,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19990.0,8,103.36111111111109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28980.0,6,109.35000000000001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
28499.0,4,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35980.0,5,134.42666666666665,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22990.0,5,93.02499999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17990.0,7,86.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15990.0,7,140.02777777777777,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
27990.0,6,92.01111111111109,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9990.0,10,87.48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
19999.0,4,108.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25990.0,4,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
31950.0,3,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
36888.0,4,131.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18990.0,6,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
9989.0,15,119.29090909090908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28888.0,5,124.03333333333332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34990.0,6,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31950.0,3,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
22990.0,5,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
24990.0,5,45.82727272727272,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31990.0,7,92.01111111111109,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24990.0,5,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15500.0,10,52.019999999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27990.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29990.0,7,82.01249999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19975.0,9,46.864285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12000.0,10,93.02499999999998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18999.0,5,126.02499999999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8000.0,10,112.02222222222221,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8990.0,19,132.49599999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31990.0,6,67.65454545454544,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29990.0,5,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
25990.0,5,52.019999999999996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9888.0,10,157.53125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36890.0,4,104.976,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10420.0,12,124.0333333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
16990.0,5,116.28124999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29950.0,3,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
30950.0,5,104.976,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
15462.0,9,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24750.0,8,109.35000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28990.0,3,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21888.0,5,100.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
27880.0,6,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20235.0,5,100.82,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34999.0,6,70.87619047619046,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17990.0,6,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
24990.0,6,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
36880.0,5,82.01249999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28990.0,4,104.976,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
17990.0,8,52.019999999999996,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
10995.0,8,140.02777777777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33590.0,7,104.976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20990.0,5,92.89285714285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32990.0,7,126.02499999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
23888.0,6,74.31428571428572,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18868.0,8,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30990.0,5,67.65454545454544,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9990.0,12,124.0333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
16950.0,9,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10990.0,7,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
35450.0,3,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
32990.0,4,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21990.0,5,100.82,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
25990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11799.0,10,60.023076923076914,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
15590.0,6,140.02777777777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22985.0,5,74.31428571428572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12500.0,13,102.00999999999999,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
28990.0,8,67.21333333333332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33888.0,4,86.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27990.0,2,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31750.0,4,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7950.0,16,136.89999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
31990.0,6,37.209999999999994,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
29990.0,6,52.019999999999996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7888.0,14,131.22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29888.0,5,41.616,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
24888.0,6,82.68888888888887,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
18990.0,9,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
18990.0,8,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28975.0,4,59.53599999999999,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
10990.0,12,104.976,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10880.0,11,106.3142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27990.0,5,126.02499999999999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
29990.0,6,93.02499999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28990.0,2,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20990.0,6,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
