Price,Age,Engine_Durability,Model_Honda/Volvo/Ford,Model_Isuzu/MG,Model_Jeep/Skoda,Model_Kia/Audi/Maz/Mini/Suz/Land/VW,Model_LDV/GWM,Model_Lexus/BMW,Model_Mit/Hyun/Benz/Ren/Nis/Sub/Toy,Body_Coupe/Convertible,Body_Hatchback,Body_Sedan,Body_Wagon,Transmission_Manual,Drive_AWD,Drive_Rear,Fuel_type_Hybrid,Fuel_type_LPG,Fuel_type_Unleaded
19990.0,7,82.68888888888887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28990.0,12,110.41333333333331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17999.0,8,100.82,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34990.0,10,49.61333333333332,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
29999.0,8,33.62,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
26888.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12888.0,11,132.49599999999998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21888.0,5,130.04999999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9750.0,13,104.976,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
17999.0,5,70.04166666666666,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
32990.0,2,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33990.0,2,82.68888888888887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8990.0,9,116.28124999999997,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
14490.0,9,74.41999999999999,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
29999.0,4,103.51249999999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25878.0,5,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24990.0,5,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22750.0,4,100.82,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
17800.0,12,113.34444444444443,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
15669.0,11,132.49599999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19990.0,10,136.01333333333332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25990.0,10,74.41999999999999,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15990.0,14,52.019999999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26411.0,6,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25999.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12990.0,12,131.22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
28990.0,3,74.41999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22950.0,10,33.62,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18990.0,6,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
19990.0,18,0.006250000000000001,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
36980.0,6,118.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990.0,15,50.41,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30459.0,2,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25750.0,4,126.02499999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15490.0,6,108.375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
28758.0,2,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15880.0,7,92.89285714285714,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
17990.0,10,104.976,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8990.0,14,74.41999999999999,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20999.0,7,131.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11999.0,14,132.49599999999998,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
21988.0,6,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23990.0,8,131.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24990.0,3,134.42666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12490.0,10,131.22,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9999.0,10,116.28124999999997,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
18800.0,9,92.01111111111109,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
14000.0,13,69.00833333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25950.0,9,74.41999999999999,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29990.0,4,134.42666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7999.0,14,138.01666666666665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17999.0,10,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
18750.0,10,47.29090909090908,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6250.0,15,114.10434782608696,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25990.0,6,84.01666666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9990.0,12,190.67777777777775,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
24888.0,3,134.42666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19990.0,10,50.41,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
13888.0,6,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
15590.0,5,100.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9988.0,14,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
23990.0,8,127.51249999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23998.0,4,93.02499999999998,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
13990.0,13,165.61999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13950.0,9,109.35000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13999.0,14,170.01666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23750.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26990.0,5,82.68888888888887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19970.0,5,93.02499999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25990.0,10,164.025,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22990.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24990.0,4,103.36111111111109,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12990.0,11,124.0333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6799.0,15,138.01666666666665,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16999.0,6,86.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
17990.0,9,94.63999999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
27888.0,8,127.51249999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27888.0,2,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19990.0,8,59.53599999999999,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
28990.0,5,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27888.0,2,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19990.0,13,109.35000000000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31990.0,3,134.42666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15950.0,6,132.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7999.0,13,65.61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
27888.0,3,100.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36990.0,3,106.3142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20990.0,10,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17499.0,3,74.31428571428572,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11900.0,9,79.73571428571428,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
19990.0,5,80.65599999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26828.0,6,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23998.0,6,74.41999999999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
24990.0,12,87.48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12888.0,14,104.976,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20800.0,11,52.019999999999996,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
25950.0,7,106.3142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26990.0,8,40.02380952380952,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15990.0,12,100.82,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34749.0,7,67.21333333333332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22990.0,10,132.49599999999998,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25880.0,3,92.89285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36650.0,6,67.21333333333332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11888.0,14,157.53125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
15800.0,11,92.01111111111109,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
31990.0,8,100.82,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23990.0,8,52.019999999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20990.0,7,124.0333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24316.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34488.0,4,26.895999999999997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
25878.0,6,80.65599999999999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
23799.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14950.0,14,68.44999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8990.0,13,79.73571428571428,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9999.0,18,129.69473684210527,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
23797.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34990.0,4,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
19990.0,17,58.29142857142857,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
16990.0,10,138.01666666666665,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
18990.0,8,65.02499999999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7999.0,19,207.02499999999998,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
10990.0,12,113.34444444444443,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9990.0,19,177.40869565217392,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34888.0,4,80.65599999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10990.0,13,99.22666666666665,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19980.0,4,108.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10990.0,10,69.76874999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8490.0,15,164.025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
20990.0,5,92.89285714285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12990.0,9,116.28124999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23500.0,4,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14990.0,9,126.02499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13989.0,14,65.61,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
26990.0,6,131.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27990.0,4,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18998.0,7,131.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9990.0,15,50.41,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19990.0,6,109.35000000000001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29990.0,5,106.3142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30990.0,2,104.976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28990.0,2,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18450.0,5,52.019999999999996,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
17950.0,10,104.976,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22800.0,9,100.82,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31990.0,4,80.65599999999999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
15990.0,9,57.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31291.0,5,59.53599999999999,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9999.0,11,132.49599999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12990.0,6,112.02222222222221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18950.0,9,47.29090909090908,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17990.0,18,0.007017543859649124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25990.0,3,100.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14999.0,11,131.22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
26990.0,6,92.01111111111109,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
19990.0,7,87.48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
16990.0,8,87.55294117647058,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11990.0,16,138.01666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28990.0,8,182.5333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
18990.0,5,116.28124999999997,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13500.0,11,82.80999999999999,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
22880.0,3,86.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22990.0,6,74.41999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13990.0,10,100.82,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6990.0,15,140.02777777777777,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
29990.0,6,85.80499999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25868.0,11,112.02222222222221,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
